"Original","Masked","Field","RowIndex"
"City of London Police","fLrvQqOIz9do","Reported by","667"
"City of London Police","fLrvQqOIz9do","Falls within","667"
"No Location","6PGZJQMZAi2n","Location","667"
"City of London Police","fLrvQqOIz9do","Reported by","668"
"City of London Police","fLrvQqOIz9do","Falls within","668"
"No Location","6PGZJQMZAi2n","Location","668"
"City of London Police","fLrvQqOIz9do","Reported by","669"
"City of London Police","fLrvQqOIz9do","Falls within","669"
"No Location","6PGZJQMZAi2n","Location","669"
"City of London Police","fLrvQqOIz9do","Reported by","670"
"City of London Police","fLrvQqOIz9do","Falls within","670"
"No Location","6PGZJQMZAi2n","Location","670"
"City of London Police","fLrvQqOIz9do","Reported by","671"
"City of London Police","fLrvQqOIz9do","Falls within","671"
"No Location","6PGZJQMZAi2n","Location","671"
"City of London Police","fLrvQqOIz9do","Reported by","672"
"City of London Police","fLrvQqOIz9do","Falls within","672"
"No Location","6PGZJQMZAi2n","Location","672"
"City of London Police","fLrvQqOIz9do","Reported by","673"
"City of London Police","fLrvQqOIz9do","Falls within","673"
"No Location","6PGZJQMZAi2n","Location","673"
"City of London Police","fLrvQqOIz9do","Reported by","674"
"City of London Police","fLrvQqOIz9do","Falls within","674"
"No Location","6PGZJQMZAi2n","Location","674"
"City of London Police","fLrvQqOIz9do","Reported by","675"
"City of London Police","fLrvQqOIz9do","Falls within","675"
"No Location","6PGZJQMZAi2n","Location","675"
"City of London Police","fLrvQqOIz9do","Reported by","676"
"City of London Police","fLrvQqOIz9do","Falls within","676"
"No Location","6PGZJQMZAi2n","Location","676"
"City of London Police","fLrvQqOIz9do","Reported by","677"
"City of London Police","fLrvQqOIz9do","Falls within","677"
"No Location","6PGZJQMZAi2n","Location","677"
"City of London Police","fLrvQqOIz9do","Reported by","678"
"City of London Police","fLrvQqOIz9do","Falls within","678"
"No Location","6PGZJQMZAi2n","Location","678"
"City of London Police","fLrvQqOIz9do","Reported by","679"
"City of London Police","fLrvQqOIz9do","Falls within","679"
"No Location","6PGZJQMZAi2n","Location","679"
"City of London Police","fLrvQqOIz9do","Reported by","680"
"City of London Police","fLrvQqOIz9do","Falls within","680"
"No Location","6PGZJQMZAi2n","Location","680"
"City of London Police","fLrvQqOIz9do","Reported by","681"
"City of London Police","fLrvQqOIz9do","Falls within","681"
"No Location","6PGZJQMZAi2n","Location","681"
"City of London Police","fLrvQqOIz9do","Reported by","682"
"City of London Police","fLrvQqOIz9do","Falls within","682"
"No Location","6PGZJQMZAi2n","Location","682"
"City of London Police","fLrvQqOIz9do","Reported by","683"
"City of London Police","fLrvQqOIz9do","Falls within","683"
"No Location","6PGZJQMZAi2n","Location","683"
"City of London Police","fLrvQqOIz9do","Reported by","684"
"City of London Police","fLrvQqOIz9do","Falls within","684"
"No Location","6PGZJQMZAi2n","Location","684"
"City of London Police","fLrvQqOIz9do","Reported by","685"
"City of London Police","fLrvQqOIz9do","Falls within","685"
"No Location","6PGZJQMZAi2n","Location","685"
"City of London Police","fLrvQqOIz9do","Reported by","686"
"City of London Police","fLrvQqOIz9do","Falls within","686"
"No Location","6PGZJQMZAi2n","Location","686"
"City of London Police","fLrvQqOIz9do","Reported by","687"
"City of London Police","fLrvQqOIz9do","Falls within","687"
"No Location","6PGZJQMZAi2n","Location","687"
